Incident_DRUG_TYPE_0,Incident_DRUG_TYPE_1,Incident_DRUG_TYPE_10,Incident_DRUG_TYPE_11,Incident_DRUG_TYPE_12,Incident_DRUG_TYPE_13,Incident_DRUG_TYPE_14,Incident_DRUG_TYPE_15,Incident_DRUG_TYPE_16,Incident_DRUG_TYPE_17,Incident_DRUG_TYPE_18,Incident_DRUG_TYPE_2,Incident_DRUG_TYPE_3,Incident_DRUG_TYPE_4,Incident_DRUG_TYPE_5,Incident_DRUG_TYPE_6,Incident_DRUG_TYPE_7,Incident_DRUG_TYPE_8,Incident_DRUG_TYPE_9,Incident_PRIMARY_DIAGNOSIS,Incident_SYMPTOM_TYPE_0,Incident_SYMPTOM_TYPE_1,Incident_SYMPTOM_TYPE_10,Incident_SYMPTOM_TYPE_11,Incident_SYMPTOM_TYPE_12,Incident_SYMPTOM_TYPE_13,Incident_SYMPTOM_TYPE_14,Incident_SYMPTOM_TYPE_15,Incident_SYMPTOM_TYPE_16,Incident_SYMPTOM_TYPE_17,Incident_SYMPTOM_TYPE_18,Incident_SYMPTOM_TYPE_19,Incident_SYMPTOM_TYPE_2,Incident_SYMPTOM_TYPE_20,Incident_SYMPTOM_TYPE_21,Incident_SYMPTOM_TYPE_22,Incident_SYMPTOM_TYPE_23,Incident_SYMPTOM_TYPE_24,Incident_SYMPTOM_TYPE_25,Incident_SYMPTOM_TYPE_26,Incident_SYMPTOM_TYPE_27,Incident_SYMPTOM_TYPE_28,Incident_SYMPTOM_TYPE_29,Incident_SYMPTOM_TYPE_3,Incident_SYMPTOM_TYPE_4,Incident_SYMPTOM_TYPE_5,Incident_SYMPTOM_TYPE_6,Incident_SYMPTOM_TYPE_7,Incident_SYMPTOM_TYPE_8,Incident_SYMPTOM_TYPE_9,Incident_TARGET DRUG,Incident_TEST_TYPE_0,Incident_TEST_TYPE_1,Incident_TEST_TYPE_2,Incident_TEST_TYPE_3,Incident_TEST_TYPE_4,Incident_TEST_TYPE_5
1,55,0,3,0,0,0,0,0,0,0,1,90,0,17,0,5,35,83,12,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,3,4,0,0,0,0
19,79,0,0,0,0,0,0,0,0,0,3,1,0,50,0,6,3,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
1,2,0,4,0,0,0,0,0,0,0,2,0,0,0,2,4,1,4,7,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,1,5,0,0,0,0
14,21,0,4,0,0,0,0,0,0,0,8,70,0,2,102,42,18,5,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,25,0,0,0,0
22,28,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,6,0,0,0,0,0,0,0,17,0,0,11,12,6,0,3,12,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,15,2,0,0,48,16,0,5,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0
1,2,0,5,0,0,0,0,0,0,0,7,0,0,0,16,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0
7,21,0,6,0,0,0,0,0,0,0,5,13,0,0,34,6,0,4,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0
35,29,0,1,0,0,0,0,0,0,0,12,0,0,0,45,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,13,0,2,0,0,0,0,0,0,0,0,0,0,0,24,1,23,2,8,6,21,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,1,0,0,26,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,18,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
19,64,0,0,0,0,0,0,0,0,0,5,0,0,2,28,10,42,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6,8,0,1,0,0,0,0,0,0,0,2,0,0,0,21,16,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0
19,24,0,0,0,0,0,0,0,0,0,29,4,0,2,39,6,0,37,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
54,75,0,1,0,0,0,0,0,0,0,3,3,0,3,59,7,0,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
6,12,0,2,0,0,0,0,0,0,0,1,0,0,0,5,8,0,0,23,5,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,5,0,0,0,0
10,9,0,0,0,0,0,0,0,0,0,1,0,0,0,12,34,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0
7,12,0,2,0,0,1,2,0,0,0,3,0,0,3,21,2,7,0,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,13,1,0,1,8,3,0,0,0
7,0,0,0,0,13,0,0,0,0,0,7,1,0,1,0,7,6,5,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,2,7,13,2,1,0,0,0,14,0,0,0,0,4,42,11,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,4,0,3,0,0,21,0,0,0,0
6,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,15,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17,7,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,5,2,1,0,0,0
13,11,0,14,0,0,0,0,0,0,0,8,0,0,0,6,12,0,4,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,10,0,1,0,0
34,5,0,2,1,0,0,9,0,0,0,13,12,0,0,4,14,13,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,2,0,3,0,0
11,9,0,0,0,0,0,0,0,0,0,13,0,0,0,28,20,0,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,10,0,0,0,0,0,0,0,0,0,8,0,0,5,27,15,0,0,26,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,3,0,0,0,0
10,5,0,1,0,0,0,0,0,0,0,11,0,0,1,2,4,5,4,11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,6,0,0,0,0
14,16,0,2,0,0,0,0,0,0,0,4,2,0,11,3,14,6,0,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0
28,15,0,4,0,0,0,0,0,0,0,16,0,1,10,19,2,2,0,27,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,2,4,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,4,8,16,0,0,4,68,0,0,0,0
7,29,0,0,0,0,0,0,0,0,0,10,11,0,1,22,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0
17,41,0,1,0,0,0,0,0,0,0,7,3,0,0,43,7,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,2,0,0,0,0,0,0,0,0,0,3,0,0,4,26,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
57,37,0,2,0,0,0,0,0,0,0,6,0,1,10,27,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,6,0,0,0,0,19,3,0,0,0,0
6,13,0,2,0,0,0,9,0,0,0,7,0,0,0,0,6,25,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0
9,2,0,2,0,0,1,0,0,0,0,20,1,0,1,13,15,0,3,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,3,0,0,0,0
24,16,0,0,0,0,0,0,0,0,0,10,0,0,0,11,13,2,0,37,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,14,0,0,1,2,0,0,0,0
7,33,0,3,0,0,0,0,0,0,0,4,4,0,1,0,19,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,19,0,0,0,0
9,24,0,1,0,0,0,0,0,0,0,4,1,0,0,6,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
14,12,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,20,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,23,0,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0
6,3,0,2,0,0,0,0,0,0,0,2,1,0,1,0,14,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0,1,15,1,0,0,0
5,54,0,0,0,0,0,0,0,0,0,8,0,2,1,22,14,28,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,62,0,1,0,0,0,0,0,0,0,6,0,0,0,39,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,7,1,0,6,26,6,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,35,0,0,0,0,0,0,0,0,0,2,0,0,3,0,4,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0,0,1,0,0,0,0,0,0,0,4,0,0,4,18,4,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2,12,0,2,0,0,0,1,0,0,0,5,0,0,0,15,5,0,0,19,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,4,0,0
10,21,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0
29,6,0,3,0,0,0,0,0,0,0,3,0,0,0,13,3,0,0,23,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
5,0,0,1,0,0,0,0,0,0,0,0,11,0,1,3,24,0,0,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,0,0,8,0,0,0,0
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,11,0,0,0,0
0,10,0,1,0,0,0,0,0,0,0,11,4,0,1,9,9,4,1,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,3,0,0,0,0
24,15,0,0,0,0,0,0,0,0,0,4,0,0,1,23,3,7,34,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,0,2,0,0,0,0,0,0,0,2,0,0,0,8,48,0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0
2,22,0,1,0,0,0,0,0,0,0,7,0,0,1,12,11,6,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0
14,32,0,0,0,0,0,0,0,0,0,12,0,1,14,58,2,20,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,21,0,1,0,0,0,0,0,0,0,4,0,0,5,0,6,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
18,52,0,1,0,0,0,0,0,0,0,5,0,0,0,54,7,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,38,0,0,0,8,6,0,0,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,0,14,0,0,0,0
13,15,0,1,0,0,0,0,0,0,0,9,1,0,0,10,0,6,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
9,0,0,10,0,0,0,0,0,0,0,9,0,0,0,3,3,0,6,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0
129,36,0,1,0,0,0,0,0,0,0,32,73,0,0,18,12,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2,35,0,3,0,0,0,0,0,0,0,5,20,0,1,29,36,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,0,0
4,47,0,0,0,0,0,0,0,0,0,6,0,0,0,64,7,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,3,0,0
7,29,0,0,0,0,0,0,0,0,0,28,0,0,16,4,36,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
8,0,0,1,0,0,0,0,0,0,0,3,3,0,0,14,0,11,1,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0
27,6,12,2,0,0,0,0,0,0,0,10,58,0,0,43,11,0,27,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0
1,18,0,2,0,0,0,0,0,0,0,4,0,0,2,3,9,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,8,0,0,0,0
22,16,0,3,0,0,0,0,0,0,0,15,1,0,4,35,16,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,0,0,0,0,0,0,0
20,39,0,0,0,0,0,0,0,0,0,17,0,0,7,22,1,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,12,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,6,0,1,16,1,0,0,0
17,8,0,1,0,0,0,0,0,0,0,7,0,1,1,5,2,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,1,0,1,0,0
5,0,0,0,0,0,0,0,0,0,0,19,2,0,2,13,25,2,0,25,3,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,2,5,0,0,5,0,18,0,0
11,7,0,0,0,0,0,0,0,0,0,2,13,0,0,27,0,5,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0
6,20,0,1,0,0,0,0,0,0,0,10,3,0,0,27,8,0,10,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0
6,10,0,1,0,0,0,0,0,0,0,4,1,0,0,10,7,4,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,4,0,0,0,0
0,23,0,0,0,0,0,0,0,0,0,13,0,0,0,18,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
39,1,0,0,0,0,0,0,0,0,0,4,0,0,0,11,4,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,0,0,9,0,1,2,3,20,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,9,0,0,1,37,6,0,0,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0
7,11,0,3,0,0,0,0,0,0,0,7,0,3,1,20,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4,10,0,2,0,0,0,0,0,0,0,18,0,0,0,13,13,8,1,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,4,2,0,3,0,0
44,20,0,4,0,0,0,0,0,0,0,6,0,0,0,93,4,0,0,58,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0,0
6,0,9,0,0,0,0,0,0,0,0,13,18,0,1,19,13,0,1,4,12,5,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0
1,1,0,1,0,2,1,0,0,0,0,6,2,0,3,3,15,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0
2,7,3,1,0,0,0,0,0,0,0,9,0,0,3,20,16,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0
2,22,0,0,0,0,0,0,0,0,0,1,0,0,0,23,16,0,0,13,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
15,51,0,1,0,0,0,0,0,0,0,7,2,0,17,8,3,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0
0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,13,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,30,0,0,0,0,0,0,0,0,0,7,16,0,0,25,5,4,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0
29,18,0,2,0,0,0,0,0,0,0,7,1,0,1,24,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12,23,0,0,0,0,0,0,0,0,0,26,0,0,0,2,9,9,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,29,1,1,0,0,0,0,0,0,0,3,0,0,1,53,22,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,57,0,1,0,0,0,0,0,0,0,14,0,0,2,30,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,23,1,2,0,0,0,0,0,0,0,0,20,0,0,17,18,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,7,0,0,0,0
7,40,0,4,0,0,0,0,0,0,0,4,0,0,1,85,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,2,0,0
12,54,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,65,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,16,28,0,0,0,0,0,0,0,0,5,0,0,0,8,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,0,0,0,0,0,0,0,0,0,1,0,0,2,6,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,36,0,4,0,0,0,0,0,0,0,1,0,0,9,37,12,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3,5,0,0,0,0
5,0,0,11,0,0,0,0,0,0,0,2,0,0,1,1,6,1,0,7,0,1,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,3,16,0,0,0,0
5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,10,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,19,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,10,0,1,0,0,0,0,0,0,0,6,0,0,2,0,3,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,0,0,11,0,0,0,0
2,16,0,0,0,0,0,0,0,0,0,1,15,0,3,18,2,3,0,15,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,22,1,0,4,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0
7,21,0,2,0,0,0,0,0,0,0,16,9,0,0,42,6,2,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0
21,12,0,0,0,0,0,0,0,0,0,6,0,0,0,25,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7,30,0,4,0,0,0,0,0,0,0,0,12,0,0,13,15,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
